最新免笔试筛选方法,附件,超链接,截止日期,公告链接,招聘类型,备注,公司行业,是否免笔试,投递链接,标记,公司,工作地点,内推码,岗位,更新时间,父记录
,,,招满即停,https://mp.weixin.qq.com/s/UPAhrYa3zA7IgMKzJNgChw,26届秋招,全球佳运八小时工作制，双休节假日，福利好，海内外岗位,其他,含免笔试,https://mp.weixin.qq.com/s/UPAhrYa3zA7IgMKzJNgChw,,全球佳运,青岛 | 海外,,销售管培生 运营管培生(操作、外场等方向) 销售管培生 运营管培生（相关专业：语言类，国际贸易类，物流类，船舶类，英语，俄语，集装箱类，法语类，阿拉伯语类，葡萄牙语类）,2025-10-15,
,,,招满即停,https://mp.weixin.qq.com/s/TU7ejRNeUC2g6Hzcpzl8Ag,26届秋招,中兴通讯所有岗位都要做测评，但部分岗位才有笔试，其他岗位都是免笔试的,其他,含免笔试,👈文中扫码投递,,中兴通讯,深圳 | 西安 | 南京 | 上海 | 武汉 | 长沙 | 全国各地,,研发类、营销类、供应链类运营支撑类,2025-08-31,
,,,11.9,https://mp.weixin.qq.com/s/UWUydvuHFZHAuXMWGZtbOg,26届秋招,,国央企,含免笔试,https://jsdg.zhaopin.com/zk/?sessionid=#/pages/notice-group/index?detailId=6f9a26955772fc5a90ad7fb5025c3e58&groupId=3e732e922b38dc34de0834af64b359c9&prantMenuid=5fcc7b2c8dcef12e1278433b22f354fe,,江苏省数据集团,南京,,校招岗位：人力资源岗 会计信息化岗 AI研发工程师 信息化运维岗 信息化运营岗 运营服务岗,2025-10-22,
,,,招满即停,https://mp.weixin.qq.com/s/aGYiGqsQI__MlDNOYwvf2g,春招,,教育,含免笔试,https://zhaopin.xdf.cn/jobs?activityGuid=209b4396-d3c0-401b-ab03-7b67494b5764,,北京新东方,北京,,教师类，运营类,2026-02-04,
,,,26.3.15,https://mp.weixin.qq.com/s/7csRul-q_k0rjvasTR_rdQ?scene=1&click_id=10,春招,冰山集团有竞争力的薪资与全面系统的培养,其他,含免笔试,https://mp.weixin.qq.com/s/7csRul-q_k0rjvasTR_rdQ?scene=1&click_id=10,,冰山集团,大连,,财务管培生 研发设计 销售 工程设计 项目经理 焊接 工艺设计 无损检测 品质管培生 研发设计 (结构) 工程设计 (制冷) 市场技术 电气设计 (武汉) 采购员 (武汉) 销售 (北京或武汉) 俄语商务助理 产品开发设计工程师 电机开发工程师 产品技术销售工程师 海外技术销售工程师 生产技术工程师 设备维修工程师 西班牙语销售经理 英语销售经理 销售工程师 产品开发（财务管理、会计、审计、能动、机械设计、过程装备与控制工程、电气、建环（建筑环境与设备工程）、机械、焊接、材料、动力工程、自动化、供应链管理、物流管理、市场营销、俄语、国际贸易、机电、智能制造、电气工程及其自动化（电机方向）、制冷及低温工程、能源与动力工程、制冷等专业优先）,2026-01-29,
,,,招满即停,https://mp.weixin.qq.com/s/T9fWa-tmvymEr6Zkd5dyZA,26届秋招,,国央企 | 建筑,含免笔试,https://mp.weixin.qq.com/s/T9fWa-tmvymEr6Zkd5dyZA,,中铁十八局,全国各地,,战略产业类、工程技术类、工程预算类、物资设备类、安全环保类、试验检测类、财务会计类、行政管理类,2025-10-08,
,,,招满即停,https://www.xiaoshan.gov.cn/art/2025/10/11/art_1229893469_4410087.html,26届秋招,,国央企,含免笔试,https://xiaoshan.pta.zj.cn:8233/,,萧山区国有企业,杭州,,运营公司招商专员 运营公司投资岗 宣传策划岗 财务管理 财务管理02 园区运营管理岗 产业对接岗 流动人员人事档案管理岗 视觉设计岗,2025-10-14,
,,,招满即停,https://mp.weixin.qq.com/s/EdmGds-Q6oB0NqiVdDkgpg,26届秋招,,其他,含免笔试,https://mp.weixin.qq.com/s/EdmGds-Q6oB0NqiVdDkgpg,,图特精密,全国各地,,国内营销管培生（专业不限）,2025-10-19,
,,,10.30,➡️校招公告,26届秋招,海油工程给985、QS30、博士、拿过两次国奖的研究生免笔试,国央企,含免笔试,➡️投递渠道,,海油工程,天津,,专业技术 / 研发岗：结构类（船舶与海洋工程、工程力学、港口航道与海岸工程、土木工程、岩土工程等相关专业）；材料类（材料科学与工程、焊接技术与工程、油气储运、化学工程与工艺、海洋化学、材料科学与工程等相关专业）；石油化工类（石油工程、油气储运、化学工程等相关专业）；电仪类（电气工程及其自动化、测控技术与仪器、电子信息工程、通信工程、过程装备与控制工程、新能源科学与工程、物理等相关专业）；机械类（机械设计制造及其自动化、能源与动力工程、过程装备与控制工程、轮机工程、新能源科学与工程等相关专业）；信息类（计算机研究与应用、软件工程、网络安全、信息安全、信息管理与信息系统、仿真科学与技术、智能科学与技术、数学等相关专业）；航海类（航海技术、轮机工程、船舶电气、船舶电子等相关专业）；项目管理岗（工程管理、工程造价、国际商务、工商管理、国际贸易等相关专业）；经营管理岗（财务管理、会计学、税收学、审计、国际法、海商法、民商法等相关专业）,2025-09-24,
,,,招满即停,➡️校招公告,26届秋招,神州数码集团提供7险1金，非常优秀者跳过初试复试，直面BOSS,互联网,含免笔试,👈文中扫码投递,,神州数码集团,北京 | 上海 | 广州 | 深圳 | 武汉 | 合肥 | 全国各地,,"AI 专项英才：
 | AI 研究员、AI 开发工程师、AI解決方案、算法工程师⋯..
 | 技术类英才：
 | 产品经理、数据开发、项目管理、咨询顾问、云运维工程师、FAE.....
 | 营销类英才：
 | 大客户销售、渠道销售、客户运营、产品运营…..
 | 职能类英才：
 | 人力、财务、运营",2025-09-14,
,,,招满即停,https://mp.weixin.qq.com/s/fac-7i6fqnTz95oR9JG3yQ,26届秋招,湖北市政建设集团有多种工资，绩效奖金，六险二金，证书补贴，多种福利,国央企,含免笔试,https://hblt.zhiye.com/campus,,湖北市政建设集团,全国各地,,园林景观工程师(工程技术类)(2人)（需求专业:园林工程(技术)、园林、风景园林、土木工程等） 项目技术员(工程技术类)(7人)（需求专业: 土木工程、工程管理、道路工程、公路与城市道路工程等） 项目质量员(工程技术类)(2人)（需求专业: 建筑工程技术、建筑施工技术、水利水电建筑工程、建设工程管理等） 安全员(安全管理类)(12人)（需求专业:安全工程、安全管理、安全科学与工程、土木工程、工程管理等） 项目会计(财务资金类)(7人)（需求专业: 财务、财政学、税收学、会计、经济学、经济统计、金融学等） 纪检员(法务审计类)(1人)（需求专业:法学等相关专业） 园林景观设计师(设计类)(1人)（需求专业:景观设计、风景园林、园艺、环境艺术设计等)项目综合办人员(综合管理类)(2人)（需求专业:行政管理、汉语言文学、新闻学、政治学等）项目施工员(工程技术类)(14人)（需求专业: 土木工程、建筑施工技术、市政工程、给排水工程等） 合同员(工程管理类)(7人)（需求专业: 工程造价、建筑工程预决算、建筑设计(技术)、基础工程技术、市政工程(技术)等） 项目物资员(设备物资类)(8人)（需求专业: 物流管理、物流工程、采购管理、供应链管理等 市场开发岗(市场开发类)(2人)（需求专业: 工程管理、市场开发等相关专业）,2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/hD_CQ4ojRVTjcsYjWnejQQ,春招提前批,北京学而思有六险一金、福利假、节日礼盒等,教育,含免笔试,https://jinshuju.com/f/BQERYh,,北京学而思,北京,,素养教师;中学教师;竞赛教练理科、编程(C++,2026-01-30,
,,,招满即停,https://mp.weixin.qq.com/s/JtOmc0nGDNxU57CIKZ-Emg,26届秋招,,国央企 | 快消零售,含免笔试,https://tsingtao.zhiye.com/campus/jobs,,青岛啤酒,天津 | 石家庄 | 邯郸 | 邢台 | 保定 | 沧州 | 廊坊 | 衡水 | 太原 | 长春 | 吉林 | 哈尔滨 | 上海 | 苏州 | 昆山 | 太仓 | 福州 | 青岛 | 郑州 | 广州 | 西安 | 雄安新区,,菁英计划(销售)：专业不限； 菁英计划(财务管理)：财务管理、会计学等相关专业； 菁英计划(人力资源)：人力资源管理、心理学、企业管理等相关专业,2025-10-12,
,,,招满即停,https://mp.weixin.qq.com/s/B4eZA70--IFzaBGMrISbcw,26届秋招,浙江省矿产资源集团可以领杭州的本硕博补贴和租房补贴,国央企 | 能源,含免笔试,👈扫码投递,,浙江省矿产资源集团,浙江,,地质勘察类、矿业开发类,2025-10-01,
,,,招满即停,https://mp.weixin.qq.com/s/AkZlDGYUdZqK1eQ7Jl8etA?scene=1&click_id=92,26届秋招,佳力图有电话面试和现场面试,制造业,含免笔试,👈文中邮箱投递,,佳力图,南京,,研发类技术类市场类,2025-09-23,
,,,招满即停,https://mp.weixin.qq.com/s/uTlb95Yn0ph53fiSToZOpQ,26届秋招,,外企,含免笔试,,,敏实集团,嘉兴 | 宁波 | 湖州 | 天津 | 沈阳 | 广州 | 全国各地,,研发设计类、生产运营类、项目管理类、质量管理类、销售类、职能类,2025-09-10,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=Mzk0NjY0MzgxNg==&mid=2247494453&idx=1&sn=3e9fc7fd386280ee484fac3c5d6c28a8&chksm=c3005d32f477d4240fa8adff1fa2733fa501844f25a70bbee6304e5f6974acac2edaca2aec6a#rd,26届秋招,香港澳美制药有竞争力的薪资，五险一金，海外商业保险，生活保障，交通费报销,生物医药,含免笔试,http://mp.weixin.qq.com/s?__biz=Mzk0NjY0MzgxNg==&mid=2247494453&idx=1&sn=3e9fc7fd386280ee484fac3c5d6c28a8&chksm=c3005d32f477d4240fa8adff1fa2733fa501844f25a70bbee6304e5f6974acac2edaca2aec6a#rd,,香港澳美制药,海外,,海外国家助理经理（需求专业：语言类 国际贸易类 营养学类） 海外财务专员（需求专业：财务类） 市场专员（需求专业：市场营销类 食品类 语言类）,2025-10-26,
,,,招满即停,https://mp.weixin.qq.com/s/BYK9tFg_CgJr5Fd1dA_f3Q,26届秋招,浙农股份有竞争力的薪酬体系，好的前景，丰富员工活动,农业,含免笔试,https://jobs.51job.com/all/coB2dQMVEyATwHagBrUjA.html?timestamp__1258=Yqfh0KYK7KDvqiqGNDQReBKc42eGCFUeD,,浙农股份,杭州,,农技业务岗、农技服务岗、贸易业务岗、综合运营岗、汽车业务岗、中药生产技术/业务岗,2025-10-25,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzU4NTU2NDE3Nw==&mid=2247489075&idx=1&sn=58a30d0cc0eb2aa70b03b61cfdafc36e&chksm=fd89ff4dcafe765b57685dbb3e1239839639dec144d99d9ca328beb383a569adf135ebfe9292#rd,26届秋招,热联物流有五险一金，人文关怀，团建活动，补贴，专业培养,其他,含免笔试,https://www.wjx.cn/vm/wYLOWvP.aspx,,热联物流,全国各地,,现场类管培生 海外现场类管培生（不限专业(物流优先)、不限学历）,2025-10-19,
,,,招满即停,https://mp.weixin.qq.com/s/VFNJC5Utpv_SoHfkA6UkTg,26届秋招,,国央企,含免笔试,https://shenergy.m.zhiye.com/xzzw.html,,申能环境科技有限公司,全国各地,,环保技术岗-运维 环保技术岗-工程 技术岗,2025-10-09,
,,,招满即停,https://mp.weixin.qq.com/s/PGv5ct5m-XYxY2P_-hqhAQ,26届秋招,,制造业,含免笔试,👈文中邮箱投递,,艾郎科技,上海 | 南通 | 玉门 | 国外,,工艺工程师机械工程师质量工程师,2025-09-23,
,,,招满即停,➡️校招公告,26届秋招,中国电气装备集团旗下子公司很多，文理都要，工作地点覆盖全国各地，还给北京/上海的户口,国央企,含免笔试,https://ideal.51job.com/CEE2026/,,中国电气装备集团,北京 | 上海 | 郑州 | 天津 | 济南 | 重庆 | 合肥 | 杭州 | 成都 | 全国各地,,"技术类
 | 研发技术|产品设计 | 工程设计|产品调试产品工艺 | 技术支持⋯••
 | 营销类
 | 国内营销经理 |海外营销经理
 | 市场管理 |市场支持⋯
 | 管理类
 | 生产管理 | 供应链管理 | 法务 |审计
 | 财务管理 | 行政管理 | 人力资源管理
 | 党群管理⋯⋯",2025-09-14,
,,,招满即止,https://mp.weixin.qq.com/s/O4kWwSquvmvs62Y_u5ilcw,26届秋招,,外企,含免笔试,https://mp.weixin.qq.com/s/O4kWwSquvmvs62Y_u5ilcw,,OAE出版公司,北京 | 西安,,学术期刊编辑（医学、生物、化学、材料、环境、机械、计算机等专业）,2025-09-29,
,,,招满即停,https://mp.weixin.qq.com/s/kipLkBF_iMMWY30J5NTVRg,26届秋招,横琴长隆国际海洋度假区有八小时工作制，周休两天，多种福利,快消零售,含免笔试,https://chimelong.zhiye.com/jobs?activityGuid=de86340b-cc67-489f-895b-afe254e4f167,,横琴长隆国际海洋度假区,珠海,,2025年横琴长隆度假区秋招实习生（有转正机会）：营运服务岗:接待类、商品类、客房类、餐饮服务类、餐饮出品类；专业技术岗:工程技术类、演艺技术类、动管维生类、救生类；行政职能岗:人力资源类、财务类、后勤类,2025-10-26,
,,,10.31,https://gzw.cq.gov.cn/gqzp/202510/t20251024_15111880.html,26届秋招,,国央企,含免笔试,https://www.cqrc.net/gzw/index/enteritem-104272.html?h=140067&pages=1,,重庆两江假日酒店管理有限公司,重庆,,行政岗（酒店管理、中文、行政管理、工商管理等相关专业） 人力资源岗（人力资源管理、行政管理、酒店管理相关专业）,2025-10-27,
,,,招满即停,https://mp.weixin.qq.com/s/1Vjd4VewMRAo98SBrsn43w,26届秋招,佳农水果有五险一金，绩效奖金，年度奖金，弹性工作，法定节假日,快消零售,含免笔试,https://mp.weixin.qq.com/s/1Vjd4VewMRAo98SBrsn43w,,佳农水果,上海 | 海外,,佳农水果事业部管培生（产品、销售、品牌营销、农业种植方向）,2025-10-18,
,,,招满即停,https://mp.weixin.qq.com/s/viteRsOlWmwJL_CH-hzjCQ,26届秋招,,国央企,含免笔试,https://campus.boe.com,,京东方,北京 | 合肥 | 烟台,,"半导体显示
 | 岗位方向：机器人、3D AI、研发数字化、键合工艺、超声传感、量子点电致发光器件、AI算法、渲
 | 染
 | 工作地：北京
 | 新材料
 | 岗位方向：高分子材料、固态电池、钙钛矿新材料、钙钛矿新工艺、钙钛矿产品开发工作地：合肥/烟台
 | 生物工程
 | 岗位方向：分子生物研究工作地：北京",2025-09-17,
,,,招满即停,https://mp.weixin.qq.com/s/y6DOP9ePxz_hbswHju-TzQ,26届秋招,,国央企,含免笔试,https://careersite.tupu360.com/iscas/position/index?recruitmentType=CAMPUSRECRUITMENT,,中国科学院软件研究所,北京,,计算机、软件、电子信息、网络空间安全、电子科学与技术、信息与通信、控制科学、自动化相关专业数学、声学、光学、光学工程、航空航天、天体力学、导航、测绘、海洋科学、地球物理等相关专业,2025-09-17,
,,,12.31,https://mp.weixin.qq.com/s/58vNuwzpinuQmtFfGJUAbQ,26届秋招,NSK是日企，机械制造业，免笔试，符合招聘条件的往届生也可以投提供五险一金，免费人才公寓等,制造业 | 外企,含免笔试,https://xym.51job.com/wechat/vuectmjobs/#/index?id=29718612-5D33-4A78-B766-A8CE3FC32B32&color=31BE88&prd=yddzy,,NSK,昆山,,机械动力系统   生产技术方向     CAE方向方向,2025-09-15,
,,,招满即停,https://mp.weixin.qq.com/s/mXyJaz6VFstkXMzTi6AC1g,26届秋招,,互联网,含免笔试,➡️投递渠道,,嘉为科技,武汉 | 广州 | 深圳,,后端研发工程师 前端研发工程师 产品助理 测试工程师 运维工程师,2025-09-10,
,,,招满即停,https://mp.weixin.qq.com/s/R-PjzlEhv4jEB7dVhgrIUg,26届秋招,新凯来留学生招聘多类岗位，多个岗位,半导体,含免笔试,https://career.sicarrier.com/#/campus,,新凯来,北京 | 长春 | 上海 | 杭州 | 武汉 | 深圳 | 东莞 | 西安,,软件开发工程师 嵌入式开发工程师 光学技术工程师 电子光学工程师 光电工程师 机械设计工程师 自动化控制工程师 热设计工程师 多物理场仿真工程师 先进材料开发工程师 真空与环控工程师 机电一体化技术工程师 逻辑工程师 射频技术工程师 ASIC设计工程师 电气工程师 信号完整性工程师 器件设计工程师 单板硬件开发工程师 半导体工艺工程师 算法技术工程师 系统集成工程师 软件测试工程师 硬件测试工程师 质量工程师 试制工程师 设备工程师 制造工艺工程师 应用现场工程师 设备应用工程师 客户经理 人力资源专员 秘书 财经专员 律师 知识产权工程师,2025-10-23,
,,,招满即停,https://mp.weixin.qq.com/s/lzLry0RhwTnqKHNcm-EDKQ,26届秋招,,咨询法律,含免笔试,https://haholding.iguopin.com/job,,海安控股,北京 | 海外,,国家安全学类、计算机类、政治学类、安全工程类、工商管理类、外国语言文学类、金融财务类、法学类,2025-10-18,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=Mzg4ODgwOTUxNA==&mid=2247493860&idx=1&sn=d7c29e8f4742afde11646a70ab733aa6&chksm=cff7d9a1f88050b7529e5b48fecdee3306583f396a56669c268a2db88a65d344b210c0341813#rd,26届秋招,,生物医药,含免笔试,👈扫码投递,,鹭燕集团,福州 | 厦门 | 泉州 | 福建,,管培生 人力资源管理 财务管理 资金管理 审计管理 资产管理 物流管理 采购 销售 业务管理 药学管理 零售经营管理 商品管理 电商 新零售 生产制造工艺 质量管控 市场营销 人工智能大数据分析 信息科技技术 电子商务管理 物流管理 储备店长,2025-10-05,
,,,招满即停,➡️校招公告,26届秋招,,其他,含免笔试,https://tingchaoge.zhiye.com/campus,,听潮阁,杭州,,拍策剪实习生 营销实习生 音乐发行中台实习生 混音实习生 二创剪辑实习生 编曲实习生 平面实习生 原画实习生 个人策划实习生 厅策划实习生 招募实习生 直播运营实习生 活动策划实习生 语音厅管理实习生 后期实习生 泛娱乐策划实习生 直播综艺实习生 音乐商务实习生 制片实习生,2025-09-28,
,,,招满即停,https://mp.weixin.qq.com/s/m9F_akngOeeDizoLQxU9oA,26届秋招,,制造业,含免笔试,👈文中扫码投递,,大华集团,上海 | 南京 | 海南 | 西安 | 大连 | 云南 | 广州,,"工程岗
 | 营销岗
 | 人力岗",2025-09-11,
,,,招满即停,https://mp.weixin.qq.com/s/i3TmDQsrk-3kw21KJfu6aA,26届秋招,北森有高竞争力薪资，九险一金，女性友好，多个补贴,互联网,含免笔试,https://beisen.zhiye.com/campus/jobs,,北森,北京 | 大连 | 上海 | 南京 | 苏州 | 杭州 | 郑州 | 武汉 | 长沙 | 广州 | 深圳 | 成都 | 西安,,软件产品经理 测评产品经理 前端工程师 后端工程师 测试工程师 DBA工程师 运维工程师 安全工程师 AI算法工程师 交付经理 客户成功经理 系统支持顾问 销售管培生 交付管培生 UX设计,2025-10-21,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzU2MjQ2ODUyNA==&mid=2247564131&idx=1&sn=ea8e494b3de08774cfadc1990c5367f2&chksm=fc6ab8a0cb1d31b688916c10e8196803e06680c9ff22670309e0c71dee62be17f1d8d812007b#rd,26届秋招,,生物医药,含免笔试,http://mp.weixin.qq.com/s?__biz=MzU2MjQ2ODUyNA==&mid=2247564131&idx=1&sn=ea8e494b3de08774cfadc1990c5367f2&chksm=fc6ab8a0cb1d31b688916c10e8196803e06680c9ff22670309e0c71dee62be17f1d8d812007b#rd,,中红医疗,北京 | 上海 | 宜春 | 九江 | 唐山,,战略投资部实习生 出纳 英语翻译 人力实习生 业务员 文档专员 结构工程师 注册专员 机械工程师 电气工程师 行政人事专员,2025-10-10,
,,,招满即停,https://mp.weixin.qq.com/s/qPQRu-loQAKuG6CbFohWUA,26届秋招,杰创智能的技术岗需要笔试，非技术岗是免笔试的,互联网,含免笔试,👈文中扫码投递,,杰创智能,广州 | 北京 | 武汉 | 成都 | 西安,,"产品研发类
 | 规划控制算法工程师：计算机、电子通信、机器人、导航与控制、人工智能等相关专业
 | 视觉算法工程师：人工智能、计算机、电子信息类、数学等相关专业
 | 嵌入式软件工程师：通信工程、电子信息等相关专业硬件工程师：通信工程、电子信息等相关专业安卓开发工程师：计算机、软件工程、电子通信等相关专业Go软件工程师（云计算与人工智能）：计算机、软件工程等相关专业
 | 市场销售类
 | 销售管培生：专业不限
 | 售前产品类
 | 售前产品工程师：通信、人工智能、机器人、计算机、自动化等相关专业
 | 售前技术工程师：智能化、自动化、物联网、计算机、电子信息工程等相关专业
 | 职能类
 | 高管助理管培生：专业不限
 | 采购管培生：通信电子、计算机、物流供应链、经济管理类专业
 | 法务管培生：法学相关专业
 | 人力资源管培生：人力资源、工商管理、行政管理等相关专
 | 业",2025-09-11,
,,,招满即止,https://mp.weixin.qq.com/s/nEOAG3_hAroY_39yGWfrwg,26届秋招,,外企,含免笔试,https://smbccn.zhiye.com/campus/jobs,,三井住友银行（中国）,上海,,前台营业、风险控制、后台运营、职能支持,2025-09-26,
,,,招满即停,https://mp.weixin.qq.com/s/ItUQTCjzekM2lnMO0ZYaVg,26届秋招,美钛中国发展前景好,外企,含免笔试,https://allegischina.wjx.cn/vm/YpsWPVg.aspx,,美钛中国,上海 | 广州 | 苏州 | 北京 | 西安 | 成都 | 全国各地,,客户经理、招聘顾问、招聘顾问实习生,2025-10-19,
,,,招满即停,https://mp.weixin.qq.com/s/TcvZ17qH_xCXmM2MGLTDFA?scene=1,春招,优衣库福利待遇较好WLB,快消零售,含免笔试,https://mp.weixin.qq.com/s/TcvZ17qH_xCXmM2MGLTDFA?scene=1,,优衣库,全国各地,,优衣库经营管理培训生,2026-01-26,
,公告,,北京,2026-02-11,建筑地产/市政工程,投递,央国企,风险内控岗 财务管理岗 干部管理岗 党建宣传岗战略管理岗法务管理岗资产运营管理岗 机电管理岗机构管理岗 绩效管理岗商业策划岗施工管理岗信息运维岗物业管理工程管理讲解服务岗人力资源岗成本核算岗,招满为止,会员可查看,首开集团,春招,会员可查看,,,-
,,,招满即停,http://mp.weixin.qq.com/s/SFwcYSDe_322ASAFcOqSmg,26届秋招,,游戏,含免笔试,https://jobs.66y.com/campus/position/list,,游酷盛世,北京 | 广州,,校招岗位： 客户端开发工程师 运维工程师 服务器开发工程师 游戏测试工程师 游戏策划 渠道运营(投放方向) 广告优化师 游戏发行运营 3D动作设计师 3D特效设计师 原画设计师 3D模型设计师 动效师 技术美术(美术向),2025-10-27,
,,,招满即停,https://mp.weixin.qq.com/s/MxDrmXUOJkGsGAkXt1sSrg,26届秋招,天华集团招聘岗位多，工作城市多，学历要求本科及以上,建筑,含免笔试,https://tianhua.gllue.com/portal/campus,,天华集团,北京 | 天津 | 沈阳 | 上海 | 南京 | 杭州 | 厦门 | 青岛 | 郑州 | 武汉 | 广州 | 深圳 | 重庆 | 成都 | 西安,,建筑设计师 暖通工程师 规划设计师 实习生 结构工程师 给排水工程师 室内设计师 电气工程师 景观设计师 管理培训生,2025-10-13,
,,,招满即停,➡️校招公告,26届秋招,,能源,含免笔试,扫码投递,,方大集团,北京 | 沈阳 | 上海 | 南昌 | 成都 | 重庆 | 兰州,,技术研发类、药学类、临床医学类（专业要求：物理类、化学类、材料类、冶金类、机械类、电气类、自动化类、计算机类、飞行器设计制造类、药学类、临床医学类等）,2025-09-28,
,,,招满即停,https://mp.weixin.qq.com/s?__biz=MzI4MDY5NzcwMg==&mid=2247507289&idx=2&sn=11faf43b62cb8db7ee8a1815d0bf9f2a&chksm=ebb61350dcc19a465484e2d6112449804ac2800e5723affd32e3355c4dcea4c14ee5d575df4b#rd,26届秋招,,制造业,含免笔试,➡️投递渠道,,芜湖造船厂,上海 | 芜湖 | 威海,,生产制造岗 产品研发岗 职能管理岗 质量保证岗 采购管理岗 销售与服务岗,2025-09-10,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI5OTg4MjY2MA==&mid=2247486080&idx=1&sn=c3988782ea97bba9778c104a638fd07a&chksm=ec8e8b4bdbf9025d6e9036c63e6f7ffa92bc342c25a3cfe4af850164ed4efd1c51611cb687fd#rd,26届秋招,天士力医药集团有竞争力薪酬，好的办公环境，人才公寓,生物医药,含免笔试,https://taslypharma.zhaopin.com/,,天士力医药集团,天津 | 本溪,,研发类 生产技术类 市场营销类 职能支持类,2025-10-26,
,,,11.20,https://mp.weixin.qq.com/s/WSMV1Kz5FNLe7TKsFhIi0g?scene=1&click_id=106,26届秋招,新华报业传媒集团有住房，医疗，人才公寓等各种补贴，女性友好，企业年金,国央企,含免笔试,https://job.xhby.net/,,新华报业传媒集团,南京,,英语采编，调研写作，编辑，记者，全媒体采编，视频拍摄与制作，视觉设计，人力资源部工作人员，财务投资部会计,2025-10-22,
,,,26.3.1,https://mp.weixin.qq.com/s/lR-kxtFTeRmVVgeutROZ_Q,春招,涂鸦智能免笔试，可直接面试，提前批不影响正式春招,科技,含免笔试,https://app.mokahr.com/campus-recruitment/tuya/147434?locale=zh-CN#/jobs,,涂鸦智能,杭州 | 深圳,,嵌入式开发、硬件开发、C++开发、AI应用开发、前端开发、iOS/Android开发、客户端跨端开发、音频算法、Al大模型算法、软件测试、嵌入式测试、AI开发者平台产品、Al硬件产品、技术支持、服务运营、产品运营、项目经理,2026-01-19,
,,,招满即停,https://mp.weixin.qq.com/s/sWuSyYcMxeTI4xAsho8wgA,26届秋招,,研究所,含免笔试,👈文中扫码投递,,IDEA研究院AI金融与深度学习中心,深圳,," 量化投研实习生（因子）
 |  量化开发实习生
 |  金融量化研究员-因子方向
 |  算法交易研究岗
 |  期权量化研究员
 |  量化投研实习生（模型）
 |  金融衍生品研究实习生
 |  股票模型研究员
 |  AI金融研究实习生
 |  大模型应用算法实习生
 |  3D视觉算法实习生
 |  AI算法部署实习生
 |  AI视觉研究员
 |  AI算法部署工程师",2025-09-17,
,,,招满即停,https://mp.weixin.qq.com/s/WW5CNsPHYC0bCr4PTkLFKQ,26届秋招,中铁国际解决北京户口，补贴也很多，只有简历筛选，过了之后直接面试，是免笔试的,建筑,含免笔试,👈文中邮箱投递,,中铁国际,北京,,土木工程、工民建、铁道工程、工程造价、 会计学、财务管理等,2025-09-07,
,,,10.15,https://mp.weixin.qq.com/s/QtOoFJfQ4sRV-8VAhSVteg?wxwork_userid=YangZhiHong#wechat_redirect,26届秋招,,外企 | 汽车新能源,含免笔试,https://careersite.tupu360.com/bmw-brilliance/position/index?projectId=686dc85c66fd982d3c4df23c&recruitmentType=CAMPUSRECRUITMENT&sessionid=,,华晨宝马,沈阳,,"产品审核规划工程师
 | 电子电气验证工程师
 | 电子电气工艺规划工程师
 | 动力总成及底盘验证工程师
 | 内外饰系统集成工程师",2025-08-28,
,,,,https://mp.weixin.qq.com/s/OSDBuz0eV_3CEXLmljcsBg,26届提前批,滴滴免笔试，7.17号开始陆续面试，九月初发意向书，一般一天就能面完所有流程。女性友好,互联网,含免笔试,https://app.mokahr.com/m/campus_apply/didiglobal/96064?recommendCode=DShcF4Db&hash=%23%2Fjobs#/jobs,,滴滴,北京 | 杭州,DShcF4Db,工程类、算法类、机器人类、数据类、产品类、安全技术类、金融业务类、运营类、商业分析类；,2025-07-10,
,,,招满即止,https://mp.weixin.qq.com/s/Urns7_WZ8A4pfh31RJdb9g,26届秋招,,外企,含免笔试,https://mp.weixin.qq.com/s/Urns7_WZ8A4pfh31RJdb9g,,FTA Group,上海 | 苏州,,建筑实习生/设计师 规划实习生/设计师 企业室内设计实习生/设计师 产业研究实习生/研究员,2025-09-29,
,,,招满即停,http://mp.weixin.qq.com/s/FN3speyiv0GH3nr2IbJDZw,26届秋招,正略集团免笔试,咨询法律,含免笔试,https://jsj.top/f/RzJ4Ew,,正略集团,北京 | 上海 | 广州,,全职实习分析师、短期实习分析师、文案策划实习生、培训运营实习生,2025-10-28,
,,,招满即停,https://mp.weixin.qq.com/s/EovvbRqEwUu11qniaOX1BA,26届秋招,宜人智科有六险一金，年度体检，年终奖，培养体系,科技,含免笔试,https://wecruit.hotjob.cn/SU664eadff1eb8051cd205d15b/pb/school.html,,宜人智科,北京 | 上海,,风险策略专员 风险模型专员 Java工程师 前端工程师 测试工程师 数据分析专员 经营分析专员 新媒体运营专员 海外资金管理专员 业务支持专员 用户运营专员 产品经理 流量商务助理,2025-10-25,
